index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.tagesspiegel.de/gesellschaft/mehr-als-die-halfte-der-jungeren-sorgt-sich-um-zukunft-jetzt-ist-es-noch-schon-auf-der-welt-wer-weiss-wie-lange-noch-10079890.html,https://www.tagesspiegel.de/gesellschaft/mehr-als-die-halfte-der-jungeren-sorgt-sich-um-zukunft-jetzt-ist-es-noch-schon-auf-der-welt-wer-weiss-wie-lange-noch-10079890.html,0,www.tagesspiegel.de,"Mehr als die Hälfte der Jüngeren sorgt sich um Zukunft: „Jetzt ist es noch schön auf der Welt. Wer weiß, wie lange noch“","Klimawandel, Krieg in Europa, Geldsorgen: Einer aktuellen Umfrage zufolge blicken viele 16- bis 25-Jährige pessimistisch auf ihr Leben.",https://www.tagesspiegel.de/images/streikjpg2/alternates/BASE_16_9_W1400/streikjpg.jpeg,2023-07-01T09:57:33Z,https://web.archive.org/web/20230701110524/https://www.tagesspiegel.de/gesellschaft/mehr-als-die-halfte-der-jungeren-sorgt-sich-um-zukunft-jetzt-ist-es-noch-schon-auf-der-welt-wer-weiss-wie-lange-noch-10079890.html,"Die junge Generation in Deutschland macht sich große Sorgen: Einer neuen Umfrage zufolge stimmt mehr als die Hälfte der befragten 16- bis 25-Jährigen der Aussage eindeutig oder eher zu, dass sie sich… [+4737 chars]",,de,'Geldsorgen'
https://www.bild.de/bild-plus/ratgeber/psychologie/psychologie/einsamkeit-viele-junge-menschen-sind-betroffen-auch-im-sommer-84519012.bild.html,https://www.bild.de/bild-plus/ratgeber/psychologie/psychologie/einsamkeit-viele-junge-menschen-sind-betroffen-auch-im-sommer-84519012.bild.html,0,www.bild.de,*** BILDplus Inhalt *** Sogar im Sommer ein großes Problem - Warum immer mehr junge Menschen einsam sind,Wieso Einsamkeit so gefährlich ist und was Betroffene dagegen machen können.Foto: Shutterstock/thebigland,"https://images.bild.de/649d3a11358fca06e5b5e112/d8c1e0dd73313761e08fc7f9d46bc608,ff794f1e?w=1280",2023-07-01T18:48:04Z,https://web.archive.org/web/20230701222151/https://www.bild.de/bild-plus/ratgeber/psychologie/psychologie/einsamkeit-viele-junge-menschen-sind-betroffen-auch-im-sommer-84519012.bild.html,"Es ist totenstill in der Wohnung. Keiner da zum Reden, niemand ruft an und die Beklemmung wächst: Laut einer aktuellen Studie fühlen sich rund 14 Prozent der Deutschen manchmal einsam. Und: Seit der … [+320 chars]",,de,'Einsamkeit'
https://www.bild.de/politik/kolumnen/kolumne/standpunkt-nicht-allein-mit-der-einsamkeit-84532332.bild.html,https://www.bild.de/politik/kolumnen/kolumne/standpunkt-nicht-allein-mit-der-einsamkeit-84532332.bild.html,0,www.bild.de,Standpunkt - Nicht allein mit der Einsamkeit,"Neu ist, dass sich Einsamkeit besonders unter jungen Menschen ausbreitet.Foto: picture alliance / photothek","https://images.bild.de/64a04b1ab4296d67994fe5f1/a0040cedce67294090b0646133fd5c7a,b150ca27?w=1280",2023-07-01T20:00:23Z,https://web.archive.org/web/20230701222146/https://www.bild.de/politik/kolumnen/kolumne/standpunkt-nicht-allein-mit-der-einsamkeit-84532332.bild.html,"Dass unfreiwillig allein zu sein die Menschen auch im Sommer quälen kann, ist nicht neu. Schon Gottfried Benn dichtete Einsamer nie als im August. Neu ist, dass sich Einsamkeit besonders unter jungen… [+1093 chars]",,de,'Einsamkeit'
https://salzburg.orf.at/stories/3214176/,https://salzburg.orf.at/stories/3214176/,0,salzburg.orf.at,Erzdiözese setzt auf Energiesparen,"Die Erzdiözese Salzburg zieht eine erste Bilanz der Energiesparmaßnahmen. In fünf Jahren sei es gelungen, den CO2-Ausstoß um gut ein Drittel zu verringern. Damit ist aber erst die Hälfte des Weges geschafft. Bis 2030 wolle man die Treibhausgase um ein weitere…",https://ibs.orf.at/sbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2021%2F10%2F01%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F866111_master_302601_dsc_1849.jpg%3Fs%3D0cf533390603516b6161c6c269b82fa958caf1ca,2023-07-02T08:37:18Z,https://web.archive.org/web/20230702093552/https://salzburg.orf.at/stories/3214176/,"Mit einem geringeren Energieverbrauch will die Erzdiözese Salzburg den Klimaschutz vorantreiben. Den Bedarf senken soll ein Energieleitfaden für die Pfarren, den mittlerweile auch die Kirchen in Nied… [+1074 chars]",,de,'Energiesparmaßnahmen'
https://www.morgenpost.de/ratgeber/article238818871/amazon-alexa-pflegeheim-rentner.html,https://www.morgenpost.de/ratgeber/article238818871/amazon-alexa-pflegeheim-rentner.html,0,www.morgenpost.de,Einsamkeit: Wie Amazons Alexa den Alten im Seniorenheim hilft,Ein Seniorenheim wagt den Versuch: Alexa-Boxen mit Sprachsteuerung sollen Bewohnern und Pflegenden den Alltag erleichtern. Ein Besuch.,https://img.morgenpost.de/img/ratgeber/crop238818861/2867546205-w820-cv16_9-q85-fnov-fpi231768577-fpotl/ab8a5210-1503-11ee-b372-6c14395ac795.jpg,2023-07-02T12:18:43Z,http://archive.md/20230703105253/https://www.morgenpost.de/ratgeber/article238818871/amazon-alexa-pflegeheim-rentner.html,=tqbo dmbttµ#bsujdmf``mpdbujpo#?Ofvxjfe/'octq´=0tqbo?Wpstjdiujh cfvhu tjdi Sbjofs Ifjtf obif bo ejf lmfjof xfjàf Cpy bvg tfjofn svtujlbmfo Ipm{tdisfjcujtdi/ Bmfyb- xjf xjse ebt Xfuufs ifvuf@- gsbhu e… [+13587 chars],,de,'Einsamkeit'
https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/libjpeg-turbo-jpeg-referenzimplementierung-in-massiven-geldsorgen-2307-175535.html&referer=https://t.co/218456c205,https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https://www.golem.de/news/libjpeg-turbo-jpeg-referenzimplementierung-in-massiven-geldsorgen-2307-175535.html&referer=https://t.co/218456c205,0,www.golem.de,LibJPEG-Turbo: JPEG-Referenzimplementierung in massiven Geldsorgen,"Das weit verbreitete Open-Source-Projekt LibJPEG-Turbo hat kaum finanzielle Unterstützung. Ein vorläufiger Stopp des Projekts ist absehbar. (Softwareentwicklung, Open Source)",,2023-07-04T11:30:03Z,,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",,de,'Geldsorgen'
https://www.diepresse.com/13438830/wir-tendieren-dazu-einsamkeit-auf-die-beziehung-zu-schieben,https://www.diepresse.com/13438830/wir-tendieren-dazu-einsamkeit-auf-die-beziehung-zu-schieben,0,www.diepresse.com,"„Wir tendieren dazu, Einsamkeit auf die Beziehung zu schieben“ [premium]","Zu zweit und doch allein? Das ist gar nicht so ungewöhnlich. Tritt Einsamkeit in der Paarbeziehung auf, ist das nicht zwingend eine Aufforderung zur Trennung.",https://img.diepresse.com/public/incoming/bkp0x1-name1.jpg/alternates/DPR_SOCIAL_MAGAZIN_PAID/name1.jpg,2023-07-05T07:25:07Z,http://archive.md/20230707175358/https://www.diepresse.com/13438830/wir-tendieren-dazu-einsamkeit-auf-die-beziehung-zu-schieben,"Zu zweit und doch allein? Das ist gar nicht so ungewöhnlich. Tritt Einsamkeit in der Paarbeziehung auf, ist das nicht zwingend eine Aufforderung zur Trennung. 
Der Psychologie Marcus Mund forscht an… [+1434 chars]",,de,'Einsamkeit'
https://www.sueddeutsche.de/politik/berlin-kuerzungen-sozialpolitik-1.6000230,https://www.sueddeutsche.de/politik/berlin-kuerzungen-sozialpolitik-1.6000230,0,www.sueddeutsche.de,"Sozialpolitik: ""Brennpunkte entstehen nicht einfach, sie werden geschaffen""","Berlin soll sparen, Bezirken wie Neukölln drohen schwere Folgen. Sie müssten bei Spielplätzen, Obdachlosenhilfe und Schulen kürzen - ausgerechnet da also, wo Menschen den Staat besonders brauchen.",https://www.sueddeutsche.de/image/sz.1.6000442/1200x675?v=1688570755,2023-07-05T15:26:11Z,http://archive.md/20230705180605/https://www.sueddeutsche.de/politik/berlin-kuerzungen-sozialpolitik-1.6000230,"Berlin soll sparen, Bezirken wie Neukölln drohen schwere Folgen. Sie müssten bei Spielplätzen, Obdachlosenhilfe und Schulen kürzen - ausgerechnet da also, wo Menschen den Staat besonders brauchen.Am … [+5172 chars]",,de,'Obdachlosenhilfe'
https://www.morgenpost.de/bezirke/lichtenberg/article238886865/ein-guter-freund-tierheim-hund-wolli-holt-jeden-aus-der-einsamkeit.html,https://www.morgenpost.de/bezirke/lichtenberg/article238886865/ein-guter-freund-tierheim-hund-wolli-holt-jeden-aus-der-einsamkeit.html,0,www.morgenpost.de,Tierheim-Geschichten: Ein guter Freund: Wolli holt jeden aus der Einsamkeit,Der kleine Shih-Tzu-Mix wurde vernachlässigt und kam ins Tierheim. Dabei mag er die Menschen und hätte gern wieder ein Begleiter.,https://img.morgenpost.de/img/lichtenberg/crop238886863/342260387-w820-cv16_9-q85/6ddc6644-1cb8-11ee-b569-008a738d4c03.jpg,2023-07-07T14:15:27Z,https://web.archive.org/web/20230707165303/https://www.morgenpost.de/bezirke/lichtenberg/article238886865/ein-guter-freund-tierheim-hund-wolli-holt-jeden-aus-der-einsamkeit.html,"Berlin.  Wolli ist wirklich ein kleines Wollknäuel, ein bisschen zerzaust sieht er aus und etwas ergraut ist er auch schon. Aber das gehört bei einem Shih-Tzu-Mix, der auch schon zehn Jahre ist, dazu… [+2357 chars]",,de,'Einsamkeit'
https://www.n-tv.de/auto/Fuenf-Reichweiten-Tipps-fuer-E-Autos-bei-Hitze-article24233559.html,https://www.n-tv.de/auto/Fuenf-Reichweiten-Tipps-fuer-E-Autos-bei-Hitze-article24233559.html,0,www.n-tv.de,Ungünstige Temperaturextreme: Fünf Reichweiten-Tipps für E-Autos bei Hitze,"Bei Hitze müssen viele Menschen bei Arbeit und Sport kürzertreten. Auch bei Elektroautos können hohe Außentemperaturen für Einschränkungen sorgen. Fünf Tipps, die man beherzigen sollte, wenn man bei Hitze nicht zu viel Reichweite einbüßen will.",https://bilder4.n-tv.de/img/incoming/crop24233671/7141322076-cImg_16_9-w1200/imago0262406199h.jpg,2023-07-07T15:48:36Z,,"Temperaturextreme wirken sich negativ auf die Performance von Elektroautos aus. Bei Minusgraden zum Beispiel ist die Zellchemie in den Stromtanks weniger munter als bei Wohlfühltemperatur, was wieder… [+2883 chars]",,de,'Temperaturextreme'
